basin_id,stations_num_swr_mean,stations_dens_swr_mean,stations_num_sp_mean,stations_dens_sp_mean,stations_num_t_mean,stations_dens_t_mean,stations_num_t_max,stations_dens_t_max,stations_num_ws_mean,stations_dens_ws_mean,stations_num_p_mean,stations_dens_p_mean,stations_num_t_min,stations_dens_t_min,stations_num_rh_mean,stations_dens_rh_mean
PL000154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL000155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008,0.0,0.0,0.0,0.0
PL000156,0.0,0.0,0.0,0.0,1.0,0.004,1.0,0.004,1.0,0.004,3.0,0.012,1.0,0.004,1.0,0.004
PL000157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.005,0.0,0.0,0.0,0.0
PL000158,0.0,0.0,0.0,0.0,2.0,0.009,2.0,0.009,2.0,0.009,4.0,0.018,2.0,0.009,2.0,0.009
PL000159,0.0,0.0,0.0,0.0,2.0,0.002,2.0,0.002,2.0,0.002,6.0,0.005,2.0,0.002,2.0,0.002
PL000160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL000161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL000162,0.0,0.0,0.0,0.0,1.0,0.003,1.0,0.003,1.0,0.003,5.0,0.016,1.0,0.003,1.0,0.003
PL000163,1.0,0.003,1.0,0.003,2.0,0.005,2.0,0.005,2.0,0.005,5.0,0.013,2.0,0.005,2.0,0.005
PL000164,0.0,0.0,0.0,0.0,1.0,0.025,1.0,0.025,1.0,0.025,5.0,0.125,1.0,0.025,1.0,0.025
PL000165,0.0,0.0,0.0,0.0,1.0,0.011,1.0,0.011,1.0,0.011,5.0,0.057,1.0,0.011,1.0,0.011
PL000166,0.0,0.0,0.0,0.0,1.0,0.005,1.0,0.005,1.0,0.005,5.0,0.023,1.0,0.005,1.0,0.005
PL000167,1.0,0.001,1.0,0.001,7.0,0.004,7.0,0.004,7.0,0.004,19.0,0.012,7.0,0.004,5.0,0.003
PL000168,0.0,0.0,0.0,0.0,1.0,0.026,1.0,0.026,1.0,0.026,5.0,0.132,1.0,0.026,1.0,0.026
PL000169,0.0,0.0,0.0,0.0,1.0,0.01,1.0,0.01,1.0,0.01,5.0,0.05,1.0,0.01,1.0,0.01
PL000170,0.0,0.0,0.0,0.0,1.0,0.007,1.0,0.007,1.0,0.007,5.0,0.035,1.0,0.007,1.0,0.007
PL000171,0.0,0.0,0.0,0.0,4.0,0.01,4.0,0.01,4.0,0.01,6.0,0.015,4.0,0.01,2.0,0.005
PL000172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0
PL000173,0.0,0.0,0.0,0.0,1.0,0.012,1.0,0.012,1.0,0.012,3.0,0.035,1.0,0.012,0.0,0.0
PL000174,2.0,0.133,1.0,0.067,3.0,0.2,3.0,0.2,4.0,0.267,9.0,0.6,3.0,0.2,3.0,0.2
PL000175,2.0,0.034,1.0,0.017,4.0,0.069,4.0,0.069,5.0,0.086,16.0,0.276,4.0,0.069,4.0,0.069
PL000176,2.0,0.019,1.0,0.01,4.0,0.039,4.0,0.039,5.0,0.049,17.0,0.165,4.0,0.039,4.0,0.039
PL000177,2.0,0.007,1.0,0.003,5.0,0.017,5.0,0.017,6.0,0.021,22.0,0.075,5.0,0.017,5.0,0.017
PL000178,2.0,0.005,1.0,0.002,5.0,0.012,5.0,0.012,6.0,0.014,27.0,0.064,5.0,0.012,5.0,0.012
PL000179,3.0,0.006,2.0,0.004,6.0,0.011,6.0,0.011,7.0,0.013,31.0,0.058,6.0,0.011,6.0,0.011
PL000180,4.0,0.004,2.0,0.002,9.0,0.009,9.0,0.009,10.0,0.01,46.0,0.044,9.0,0.009,9.0,0.009
PL000181,4.0,0.003,2.0,0.002,9.0,0.008,9.0,0.008,10.0,0.008,50.0,0.042,9.0,0.008,9.0,0.008
PL000182,4.0,0.002,2.0,0.001,11.0,0.006,11.0,0.006,12.0,0.007,56.0,0.033,11.0,0.006,11.0,0.006
PL000183,4.0,0.001,2.0,0.001,13.0,0.005,13.0,0.005,14.0,0.005,63.0,0.022,13.0,0.005,13.0,0.005
PL000184,5.0,0.001,2.0,0.0,15.0,0.004,15.0,0.004,16.0,0.004,73.0,0.017,15.0,0.004,15.0,0.004
PL000185,5.0,0.001,2.0,0.0,16.0,0.003,16.0,0.003,17.0,0.003,83.0,0.015,16.0,0.003,16.0,0.003
PL000186,5.0,0.001,2.0,0.0,16.0,0.003,16.0,0.003,17.0,0.003,83.0,0.015,16.0,0.003,16.0,0.003
PL000187,5.0,0.001,2.0,0.0,16.0,0.003,16.0,0.003,17.0,0.003,83.0,0.014,16.0,0.003,16.0,0.003
PL000188,2.0,0.083,1.0,0.042,4.0,0.167,4.0,0.167,5.0,0.208,14.0,0.583,4.0,0.167,4.0,0.167
PL000189,1.0,0.027,0.0,0.0,3.0,0.081,3.0,0.081,4.0,0.108,16.0,0.432,3.0,0.081,3.0,0.081
PL000190,0.0,0.0,0.0,0.0,1.0,0.014,1.0,0.014,1.0,0.014,12.0,0.174,1.0,0.014,1.0,0.014
PL000191,0.0,0.0,0.0,0.0,1.0,0.01,1.0,0.01,1.0,0.01,15.0,0.147,1.0,0.01,1.0,0.01
PL000192,3.0,0.026,2.0,0.017,5.0,0.043,5.0,0.043,6.0,0.051,18.0,0.154,5.0,0.043,5.0,0.043
PL000193,2.0,0.154,1.0,0.077,4.0,0.308,4.0,0.308,5.0,0.385,14.0,1.077,4.0,0.308,4.0,0.308
PL000194,1.0,0.2,0.0,0.0,3.0,0.6,3.0,0.6,3.0,0.6,5.0,1.0,3.0,0.6,3.0,0.6
PL000195,1.0,0.01,0.0,0.0,3.0,0.03,3.0,0.03,3.0,0.03,11.0,0.111,3.0,0.03,3.0,0.03
PL000196,4.0,0.016,2.0,0.008,7.0,0.027,7.0,0.027,8.0,0.031,22.0,0.086,7.0,0.027,7.0,0.027
PL000197,3.0,0.031,2.0,0.02,6.0,0.061,6.0,0.061,7.0,0.071,16.0,0.163,6.0,0.061,6.0,0.061
PL000198,2.0,0.056,1.0,0.028,4.0,0.111,4.0,0.111,5.0,0.139,11.0,0.306,4.0,0.111,4.0,0.111
PL000199,2.0,0.5,1.0,0.25,3.0,0.75,3.0,0.75,4.0,1.0,9.0,2.25,3.0,0.75,3.0,0.75
PL000200,0.0,0.0,0.0,0.0,2.0,0.021,2.0,0.021,2.0,0.021,13.0,0.137,2.0,0.021,2.0,0.021
PL000201,0.0,0.0,0.0,0.0,2.0,0.013,2.0,0.013,2.0,0.013,5.0,0.032,2.0,0.013,2.0,0.013
PL000202,0.0,0.0,0.0,0.0,1.0,0.004,1.0,0.004,1.0,0.004,3.0,0.012,1.0,0.004,1.0,0.004
PL000203,0.0,0.0,0.0,0.0,2.0,0.003,2.0,0.003,2.0,0.003,6.0,0.008,2.0,0.003,2.0,0.003
PL000204,1.0,0.005,0.0,0.0,3.0,0.016,3.0,0.016,3.0,0.016,16.0,0.086,3.0,0.016,3.0,0.016
PL000205,1.0,0.004,0.0,0.0,4.0,0.014,4.0,0.014,4.0,0.014,16.0,0.058,4.0,0.014,4.0,0.014
PL000206,1.0,0.003,0.0,0.0,4.0,0.013,4.0,0.013,4.0,0.013,16.0,0.053,4.0,0.013,4.0,0.013
PL000207,2.0,0.003,0.0,0.0,6.0,0.008,6.0,0.008,6.0,0.008,23.0,0.031,6.0,0.008,6.0,0.008
PL000208,2.0,0.002,0.0,0.0,6.0,0.007,6.0,0.007,6.0,0.007,25.0,0.028,6.0,0.007,6.0,0.007
PL000209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.089,0.0,0.0,0.0,0.0
PL000210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.025,0.0,0.0,0.0,0.0
PL000211,0.0,0.0,0.0,0.0,1.0,0.001,1.0,0.001,1.0,0.001,14.0,0.015,1.0,0.001,1.0,0.001
PL000212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.052,0.0,0.0,0.0,0.0
PL000213,4.0,0.01,1.0,0.003,5.0,0.013,5.0,0.013,4.0,0.01,11.0,0.029,5.0,0.013,5.0,0.013
PL000214,7.0,0.01,1.0,0.001,9.0,0.013,8.0,0.011,6.0,0.008,21.0,0.03,8.0,0.011,8.0,0.011
PL000215,9.0,0.006,2.0,0.001,12.0,0.007,11.0,0.007,9.0,0.006,37.0,0.023,11.0,0.007,11.0,0.007
PL000216,9.0,0.004,2.0,0.001,12.0,0.006,11.0,0.005,9.0,0.004,45.0,0.022,11.0,0.005,11.0,0.005
PL000217,11.0,0.003,2.0,0.0,15.0,0.004,14.0,0.003,10.0,0.002,70.0,0.017,14.0,0.003,14.0,0.003
PL000218,0.0,0.0,0.0,0.0,1.0,0.038,1.0,0.038,1.0,0.038,2.0,0.077,1.0,0.038,1.0,0.038
PL000219,0.0,0.0,0.0,0.0,1.0,0.012,1.0,0.012,1.0,0.012,5.0,0.062,1.0,0.012,1.0,0.012
PL000220,1.0,0.004,0.0,0.0,2.0,0.007,2.0,0.007,2.0,0.007,8.0,0.03,2.0,0.007,2.0,0.007
PL000221,2.0,0.006,0.0,0.0,4.0,0.013,4.0,0.013,4.0,0.013,12.0,0.038,4.0,0.013,4.0,0.013
PL000222,2.0,0.006,0.0,0.0,4.0,0.013,4.0,0.013,4.0,0.013,12.0,0.038,4.0,0.013,4.0,0.013
PL000223,2.0,0.016,1.0,0.008,3.0,0.023,3.0,0.023,3.0,0.023,12.0,0.094,3.0,0.023,3.0,0.023
PL000224,1.0,0.018,0.0,0.0,2.0,0.036,2.0,0.036,2.0,0.036,7.0,0.125,2.0,0.036,2.0,0.036
PL000225,1.0,0.005,0.0,0.0,2.0,0.009,2.0,0.009,1.0,0.005,8.0,0.037,2.0,0.009,2.0,0.009
PL000226,1.0,0.001,0.0,0.0,2.0,0.002,2.0,0.002,1.0,0.001,12.0,0.014,2.0,0.002,2.0,0.002
PL000227,0.0,0.0,0.0,0.0,1.0,0.002,1.0,0.002,1.0,0.002,4.0,0.009,1.0,0.002,1.0,0.002
PL000228,0.0,0.0,0.0,0.0,1.0,0.003,1.0,0.003,1.0,0.003,3.0,0.009,1.0,0.003,1.0,0.003
PL000229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.046,0.0,0.0,0.0,0.0
PL000230,0.0,0.0,0.0,0.0,1.0,0.004,1.0,0.004,1.0,0.004,8.0,0.034,1.0,0.004,0.0,0.0
PL000231,0.0,0.0,0.0,0.0,1.0,0.003,1.0,0.003,1.0,0.003,11.0,0.028,1.0,0.003,0.0,0.0
PL000232,1.0,0.002,1.0,0.002,2.0,0.004,2.0,0.004,2.0,0.004,13.0,0.025,2.0,0.004,1.0,0.002
PL000233,1.0,0.001,1.0,0.001,3.0,0.003,3.0,0.003,3.0,0.003,17.0,0.017,3.0,0.003,2.0,0.002
PL000234,1.0,0.001,1.0,0.001,4.0,0.002,4.0,0.002,4.0,0.002,19.0,0.011,4.0,0.002,3.0,0.002
PL000235,1.0,0.0,1.0,0.0,6.0,0.001,6.0,0.001,6.0,0.001,29.0,0.007,6.0,0.001,5.0,0.001
PL000236,2.0,0.0,2.0,0.0,7.0,0.002,7.0,0.002,7.0,0.002,30.0,0.007,7.0,0.002,6.0,0.001
PL000237,2.0,0.0,2.0,0.0,7.0,0.001,7.0,0.001,7.0,0.001,32.0,0.006,7.0,0.001,6.0,0.001
PL000238,3.0,0.0,3.0,0.0,10.0,0.001,10.0,0.001,12.0,0.001,38.0,0.005,10.0,0.001,8.0,0.001
PL000239,3.0,0.0,3.0,0.0,10.0,0.001,10.0,0.001,12.0,0.001,38.0,0.004,10.0,0.001,8.0,0.001
PL000240,3.0,0.0,3.0,0.0,11.0,0.001,11.0,0.001,13.0,0.001,40.0,0.004,11.0,0.001,9.0,0.001
PL000241,3.0,0.0,3.0,0.0,11.0,0.001,11.0,0.001,13.0,0.001,40.0,0.004,11.0,0.001,9.0,0.001
PL000242,5.0,0.0,5.0,0.0,16.0,0.001,16.0,0.001,20.0,0.002,56.0,0.005,16.0,0.001,14.0,0.001
PL000243,5.0,0.0,5.0,0.0,16.0,0.001,16.0,0.001,21.0,0.002,59.0,0.004,16.0,0.001,14.0,0.001
PL000244,5.0,0.0,5.0,0.0,16.0,0.001,16.0,0.001,21.0,0.002,59.0,0.004,16.0,0.001,14.0,0.001
PL000245,5.0,0.0,5.0,0.0,17.0,0.001,17.0,0.001,22.0,0.001,64.0,0.004,17.0,0.001,14.0,0.001
PL000246,5.0,0.0,5.0,0.0,19.0,0.001,19.0,0.001,24.0,0.001,73.0,0.005,19.0,0.001,16.0,0.001
PL000247,6.0,0.0,6.0,0.0,21.0,0.001,21.0,0.001,26.0,0.001,83.0,0.004,21.0,0.001,18.0,0.001
PL000248,6.0,0.0,6.0,0.0,23.0,0.001,23.0,0.001,29.0,0.001,95.0,0.004,23.0,0.001,20.0,0.001
PL000249,7.0,0.0,7.0,0.0,24.0,0.001,24.0,0.001,30.0,0.001,106.0,0.004,24.0,0.001,21.0,0.001
PL000250,7.0,0.0,7.0,0.0,24.0,0.001,24.0,0.001,30.0,0.001,108.0,0.004,24.0,0.001,21.0,0.001
PL000251,7.0,0.0,7.0,0.0,27.0,0.001,27.0,0.001,33.0,0.001,120.0,0.004,27.0,0.001,23.0,0.001
PL000252,7.0,0.0,7.0,0.0,28.0,0.001,28.0,0.001,34.0,0.001,123.0,0.004,28.0,0.001,24.0,0.001
PL000253,7.0,0.0,7.0,0.0,28.0,0.001,28.0,0.001,34.0,0.001,125.0,0.004,28.0,0.001,24.0,0.001
PL000254,8.0,0.0,8.0,0.0,34.0,0.001,34.0,0.001,41.0,0.001,141.0,0.004,34.0,0.001,29.0,0.001
PL000255,12.0,0.0,12.0,0.0,47.0,0.001,47.0,0.001,58.0,0.001,200.0,0.004,47.0,0.001,42.0,0.001
PL000256,12.0,0.0,12.0,0.0,47.0,0.001,47.0,0.001,58.0,0.001,200.0,0.004,47.0,0.001,42.0,0.001
PL000257,12.0,0.0,12.0,0.0,47.0,0.001,47.0,0.001,58.0,0.001,201.0,0.004,47.0,0.001,42.0,0.001
PL000258,13.0,0.0,13.0,0.0,48.0,0.001,48.0,0.001,59.0,0.001,204.0,0.004,48.0,0.001,43.0,0.001
PL000259,0.0,0.0,0.0,0.0,3.0,0.014,3.0,0.014,3.0,0.014,13.0,0.06,3.0,0.014,3.0,0.014
PL000260,0.0,0.0,0.0,0.0,3.0,0.003,3.0,0.003,3.0,0.003,16.0,0.014,3.0,0.003,3.0,0.003
PL000261,1.0,0.001,1.0,0.001,4.0,0.003,4.0,0.003,4.0,0.003,18.0,0.012,4.0,0.003,4.0,0.003
PL000262,1.0,0.004,1.0,0.004,1.0,0.004,1.0,0.004,1.0,0.004,3.0,0.012,1.0,0.004,1.0,0.004
PL000263,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,3.0,0.005,1.0,0.002,1.0,0.002
PL000264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,0.0,0.0
PL000265,0.0,0.0,0.0,0.0,1.0,0.001,1.0,0.001,1.0,0.001,2.0,0.003,1.0,0.001,0.0,0.0
PL000266,0.0,0.0,0.0,0.0,1.0,0.001,1.0,0.001,1.0,0.001,2.0,0.002,1.0,0.001,0.0,0.0
PL000267,1.0,0.0,1.0,0.0,2.0,0.001,2.0,0.001,4.0,0.002,5.0,0.002,2.0,0.001,1.0,0.0
PL000268,1.0,0.002,1.0,0.002,2.0,0.004,2.0,0.004,4.0,0.008,2.0,0.004,2.0,0.004,1.0,0.002
PL000269,1.0,0.001,1.0,0.001,2.0,0.002,2.0,0.002,4.0,0.005,3.0,0.004,2.0,0.002,1.0,0.001
PL000270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.008,0.0,0.0,0.0,0.0
PL000271,0.0,0.0,0.0,0.0,1.0,0.008,1.0,0.008,2.0,0.017,3.0,0.025,1.0,0.008,1.0,0.008
PL000272,0.0,0.0,0.0,0.0,2.0,0.005,2.0,0.005,3.0,0.008,5.0,0.013,2.0,0.005,2.0,0.005
PL000273,1.0,0.008,1.0,0.008,1.0,0.008,1.0,0.008,2.0,0.015,5.0,0.038,1.0,0.008,1.0,0.008
PL000274,1.0,0.002,1.0,0.002,2.0,0.004,2.0,0.004,3.0,0.006,7.0,0.014,2.0,0.004,2.0,0.004
PL000275,1.0,0.001,1.0,0.001,2.0,0.002,2.0,0.002,5.0,0.004,9.0,0.008,2.0,0.002,2.0,0.002
PL000276,1.0,0.001,1.0,0.001,5.0,0.003,5.0,0.003,8.0,0.005,13.0,0.007,5.0,0.003,5.0,0.003
PL000277,2.0,0.005,2.0,0.005,4.0,0.01,4.0,0.01,5.0,0.012,10.0,0.025,4.0,0.01,4.0,0.01
PL000278,2.0,0.007,2.0,0.007,2.0,0.007,2.0,0.007,3.0,0.01,6.0,0.021,2.0,0.007,2.0,0.007
PL000279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL000280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL000281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003,2.0,0.005,0.0,0.0,0.0,0.0
PL000282,5.0,0.0,5.0,0.0,16.0,0.001,16.0,0.001,21.0,0.002,59.0,0.004,16.0,0.001,14.0,0.001
PL000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.006,0.0,0.0,0.0,0.0
PL000284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.004,0.0,0.0,0.0,0.0
PL000285,0.0,0.0,0.0,0.0,1.0,0.005,1.0,0.005,2.0,0.01,2.0,0.01,1.0,0.005,1.0,0.005
PL000286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0
PL000287,0.0,0.0,0.0,0.0,2.0,0.008,2.0,0.008,3.0,0.012,5.0,0.02,2.0,0.008,1.0,0.004
PL000288,0.0,0.0,0.0,0.0,1.0,0.005,1.0,0.005,2.0,0.01,5.0,0.025,1.0,0.005,0.0,0.0
PL000289,0.0,0.0,0.0,0.0,2.0,0.006,2.0,0.006,2.0,0.006,10.0,0.028,2.0,0.006,1.0,0.003
PL000290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.032,0.0,0.0,0.0,0.0
PL000291,1.0,0.001,1.0,0.001,1.0,0.001,1.0,0.001,1.0,0.001,10.0,0.008,1.0,0.001,1.0,0.001
PL000292,2.0,0.001,2.0,0.001,2.0,0.001,2.0,0.001,2.0,0.001,12.0,0.004,2.0,0.001,2.0,0.001
PL000293,2.0,0.0,2.0,0.0,3.0,0.001,3.0,0.001,3.0,0.001,15.0,0.004,3.0,0.001,3.0,0.001
PL000294,2.0,0.0,2.0,0.0,3.0,0.001,3.0,0.001,3.0,0.001,16.0,0.003,3.0,0.001,3.0,0.001
PL000295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008,0.0,0.0,0.0,0.0
PL000296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.009,0.0,0.0,0.0,0.0
PL000297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004,0.0,0.0,0.0,0.0
PL000298,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,2.0,0.004,1.0,0.002,1.0,0.002
PL000299,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002
PL000300,1.0,0.002,1.0,0.002,2.0,0.004,2.0,0.004,2.0,0.004,4.0,0.009,2.0,0.004,2.0,0.004
PL000301,1.0,0.002,1.0,0.002,2.0,0.004,2.0,0.004,2.0,0.004,4.0,0.008,2.0,0.004,2.0,0.004
PL000302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014,0.0,0.0,0.0,0.0
PL000303,0.0,0.0,0.0,0.0,1.0,0.002,1.0,0.002,1.0,0.002,4.0,0.008,1.0,0.002,1.0,0.002
PL000304,0.0,0.0,0.0,0.0,2.0,0.005,2.0,0.005,3.0,0.007,12.0,0.027,2.0,0.005,2.0,0.005
PL000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0
PL000306,1.0,0.001,1.0,0.001,2.0,0.002,2.0,0.002,2.0,0.002,13.0,0.01,2.0,0.002,2.0,0.002
PL000307,1.0,0.001,1.0,0.001,2.0,0.001,2.0,0.001,2.0,0.001,15.0,0.008,2.0,0.001,2.0,0.001
PL000308,0.0,0.0,0.0,0.0,1.0,0.001,1.0,0.001,1.0,0.001,11.0,0.016,1.0,0.001,1.0,0.001
PL000309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.011,0.0,0.0,0.0,0.0
PL000310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.011,0.0,0.0,0.0,0.0
PL000311,0.0,0.0,0.0,0.0,2.0,0.005,2.0,0.005,3.0,0.007,13.0,0.03,2.0,0.005,2.0,0.005
PL000312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007,6.0,0.042,0.0,0.0,0.0,0.0
PL000313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0
PL000314,0.0,0.0,0.0,0.0,1.0,0.005,1.0,0.005,1.0,0.005,7.0,0.032,1.0,0.005,1.0,0.005
PL000315,0.0,0.0,0.0,0.0,1.0,0.002,1.0,0.002,1.0,0.002,3.0,0.006,1.0,0.002,1.0,0.002
PL000316,0.0,0.0,0.0,0.0,2.0,0.002,2.0,0.002,2.0,0.002,7.0,0.006,2.0,0.002,1.0,0.001
PL000317,0.0,0.0,0.0,0.0,3.0,0.001,3.0,0.001,3.0,0.001,13.0,0.005,3.0,0.001,2.0,0.001
PL000318,0.0,0.0,0.0,0.0,1.0,0.004,1.0,0.004,1.0,0.004,3.0,0.012,1.0,0.004,0.0,0.0
PL000319,0.0,0.0,0.0,0.0,1.0,0.004,1.0,0.004,1.0,0.004,3.0,0.012,1.0,0.004,0.0,0.0
PL000320,0.0,0.0,0.0,0.0,1.0,0.005,1.0,0.005,1.0,0.005,3.0,0.015,1.0,0.005,0.0,0.0
PL000321,0.0,0.0,0.0,0.0,1.0,0.002,1.0,0.002,1.0,0.002,5.0,0.008,1.0,0.002,1.0,0.002
PL000322,0.0,0.0,0.0,0.0,1.0,0.004,1.0,0.004,1.0,0.004,3.0,0.011,1.0,0.004,1.0,0.004
PL000323,0.0,0.0,0.0,0.0,1.0,0.015,1.0,0.015,1.0,0.015,4.0,0.062,1.0,0.015,1.0,0.015
PL000324,0.0,0.0,0.0,0.0,1.0,0.003,1.0,0.003,1.0,0.003,8.0,0.021,1.0,0.003,1.0,0.003
PL000325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.031,0.0,0.0,0.0,0.0
PL000326,0.0,0.0,0.0,0.0,1.0,0.019,1.0,0.019,1.0,0.019,2.0,0.037,1.0,0.019,1.0,0.019
PL000327,0.0,0.0,0.0,0.0,4.0,0.003,4.0,0.003,4.0,0.003,19.0,0.013,4.0,0.003,4.0,0.003
PL000328,0.0,0.0,0.0,0.0,2.0,0.074,2.0,0.074,2.0,0.074,2.0,0.074,2.0,0.074,2.0,0.074
PL000329,0.0,0.0,0.0,0.0,2.0,0.042,2.0,0.042,2.0,0.042,2.0,0.042,2.0,0.042,2.0,0.042
PL000330,0.0,0.0,0.0,0.0,4.0,0.002,4.0,0.002,4.0,0.002,19.0,0.009,4.0,0.002,4.0,0.002
PL000331,0.0,0.0,0.0,0.0,5.0,0.002,5.0,0.002,5.0,0.002,23.0,0.008,5.0,0.002,5.0,0.002
PL000332,0.0,0.0,0.0,0.0,6.0,0.002,6.0,0.002,6.0,0.002,25.0,0.007,6.0,0.002,5.0,0.001
PL000333,0.0,0.0,0.0,0.0,2.0,0.01,2.0,0.01,2.0,0.01,5.0,0.025,2.0,0.01,2.0,0.01
PL000334,0.0,0.0,0.0,0.0,1.0,0.004,1.0,0.004,1.0,0.004,5.0,0.021,1.0,0.004,1.0,0.004
PL000335,0.0,0.0,0.0,0.0,1.0,0.004,1.0,0.004,1.0,0.004,2.0,0.008,1.0,0.004,0.0,0.0
PL000336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.016,0.0,0.0,0.0,0.0
PL000337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.014,0.0,0.0,0.0,0.0
PL000338,0.0,0.0,0.0,0.0,1.0,0.001,1.0,0.001,1.0,0.001,6.0,0.009,1.0,0.001,1.0,0.001
PL000339,0.0,0.0,0.0,0.0,2.0,0.002,2.0,0.002,2.0,0.002,8.0,0.009,2.0,0.002,2.0,0.002
PL000340,0.0,0.0,0.0,0.0,2.0,0.001,2.0,0.001,4.0,0.002,13.0,0.006,2.0,0.001,2.0,0.001
PL000341,1.0,0.0,1.0,0.0,5.0,0.001,5.0,0.001,8.0,0.002,23.0,0.006,5.0,0.001,5.0,0.001
PL000342,1.0,0.0,1.0,0.0,5.0,0.001,5.0,0.001,8.0,0.002,23.0,0.006,5.0,0.001,5.0,0.001
PL000343,1.0,0.0,1.0,0.0,5.0,0.001,5.0,0.001,8.0,0.001,28.0,0.005,5.0,0.001,5.0,0.001
PL000344,2.0,0.0,2.0,0.0,8.0,0.001,8.0,0.001,11.0,0.002,32.0,0.005,8.0,0.001,7.0,0.001
PL000345,4.0,0.0,4.0,0.0,13.0,0.001,13.0,0.001,18.0,0.002,55.0,0.005,13.0,0.001,12.0,0.001
PL000346,4.0,0.0,4.0,0.0,13.0,0.001,13.0,0.001,18.0,0.002,57.0,0.005,13.0,0.001,12.0,0.001
PL000347,4.0,0.0,4.0,0.0,14.0,0.001,14.0,0.001,19.0,0.002,61.0,0.005,14.0,0.001,13.0,0.001
PL000348,4.0,0.0,4.0,0.0,16.0,0.001,16.0,0.001,21.0,0.001,73.0,0.005,16.0,0.001,15.0,0.001
PL000349,4.0,0.0,4.0,0.0,16.0,0.001,16.0,0.001,21.0,0.001,73.0,0.004,16.0,0.001,15.0,0.001
PL000350,1.0,0.002,1.0,0.002,1.0,0.002,1.0,0.002,2.0,0.004,3.0,0.007,1.0,0.002,1.0,0.002
PL000351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL000352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0
PL000353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
